user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U129657,34,1,10,25,3,15.99,2,2,1,1,148,18,9,37,1.7,21,11,51,1
U129658,39,3,3,19,2,15.99,2,2,2,5,51,12,3,84,2.5,39,33,58,0
U129659,36,3,3,5,3,15.99,2,2,1,1,285,10,1,64,4.5,9,83,59,1
U129660,26,1,4,29,2,12.99,4,1,1,4,173,2,7,80,2.1,24,48,13,0
U129661,29,2,3,17,2,15.99,4,2,2,5,27,19,2,65,1.8,38,74,9,0
U129662,49,3,10,51,3,7.99,1,3,1,6,242,13,2,87,4.4,0,27,39,0
U129663,48,2,6,22,2,12.99,3,3,1,4,205,5,14,40,4.6,6,41,19,1
U129664,34,3,2,57,1,7.99,2,4,1,3,291,11,3,51,4.1,33,80,30,0
U129665,40,2,10,8,3,12.99,2,1,3,1,173,18,5,89,3.2,0,62,24,0
U129666,27,2,5,30,1,7.99,3,4,2,6,175,5,12,90,4.5,13,5,33,0
U129667,47,3,8,43,2,15.99,3,4,1,3,187,8,2,88,1.2,31,31,9,0
U129668,36,3,9,40,2,12.99,3,1,2,8,269,19,4,60,4.7,38,73,48,0
U129669,43,2,9,56,3,15.99,1,2,3,5,248,6,8,91,1.1,13,14,36,0
U129670,43,3,3,21,1,12.99,1,2,3,7,229,9,3,71,1.7,29,14,43,1
U129671,28,1,8,7,3,7.99,1,2,3,7,188,17,0,49,2.8,0,0,1,1
U129672,37,2,1,41,2,15.99,1,3,3,4,251,3,1,33,1.7,38,11,6,0
U129673,62,1,8,46,2,7.99,2,3,1,2,74,8,9,45,3.8,8,44,34,0
U129674,21,3,5,20,2,15.99,4,3,1,2,249,9,12,66,2.4,20,16,55,0
U129675,64,1,10,13,1,15.99,2,3,1,8,149,19,4,76,1.6,4,60,36,0
U129676,29,1,6,36,1,7.99,4,2,1,5,186,16,3,74,3.0,35,37,39,0
U129677,42,2,3,50,3,15.99,2,1,2,7,214,3,12,86,2.8,46,91,2,0
U129678,27,1,3,9,1,12.99,2,1,2,4,57,12,12,87,4.5,41,19,54,0
U129679,39,3,10,14,1,12.99,1,4,2,4,89,14,10,40,4.2,28,99,35,0
U129680,24,2,2,16,2,12.99,3,1,2,2,48,3,5,50,3.5,37,61,12,0
U129681,41,3,5,47,1,15.99,2,4,3,4,262,10,0,62,3.0,6,55,30,1
U129682,19,3,1,16,1,12.99,1,4,3,7,230,14,6,59,1.1,1,30,8,1
U129683,49,1,9,15,1,7.99,2,2,3,1,129,10,13,62,3.5,2,71,48,0
U129684,38,3,7,3,2,7.99,3,3,2,6,28,13,10,99,2.8,6,16,11,0
U129685,24,1,1,5,1,12.99,3,1,1,3,105,6,4,83,1.7,39,59,5,0
U129686,25,2,10,5,1,7.99,3,2,2,8,104,9,13,69,4.6,31,2,58,0
U129687,55,2,2,45,3,12.99,3,1,1,4,248,14,9,46,4.1,29,12,46,0
U129688,38,1,8,25,1,7.99,1,1,3,3,203,19,10,45,1.9,26,99,20,0
U129689,25,2,2,36,2,15.99,2,4,1,8,74,19,8,38,3.3,8,81,42,0
U129690,42,2,6,27,3,12.99,1,3,3,6,16,2,1,99,2.9,2,40,47,0
U129691,45,2,5,59,1,7.99,4,2,1,5,80,19,7,95,1.5,49,84,4,0
U129692,45,2,3,27,1,12.99,3,4,3,7,35,5,14,34,3.5,45,91,47,0
U129693,48,1,8,26,2,7.99,3,4,1,1,203,5,1,85,2.7,2,92,14,1
U129694,53,1,2,51,1,15.99,2,4,3,1,279,11,9,72,2.8,40,6,13,0
U129695,42,3,3,14,1,15.99,4,3,2,8,262,5,6,90,3.0,24,32,32,0
U129696,58,3,10,46,1,7.99,2,1,1,2,297,14,14,99,2.4,43,82,55,0
U129697,54,2,4,1,1,7.99,4,1,2,2,264,11,10,53,2.8,32,95,41,0
U129698,55,1,3,26,1,15.99,3,3,1,4,169,7,2,35,1.3,22,60,53,1
U129699,29,1,2,44,1,15.99,4,3,1,6,13,10,9,82,2.5,37,31,7,1
U129700,54,1,3,45,3,15.99,1,2,3,3,130,19,1,76,1.8,17,3,29,1
U129701,54,3,5,36,1,12.99,4,2,3,7,222,15,9,80,1.2,33,91,56,0
U129702,48,2,6,18,3,7.99,2,2,1,1,207,14,5,83,4.2,0,8,49,0
U129703,35,1,1,23,3,15.99,1,3,1,3,139,15,0,73,2.3,3,83,7,0
U129704,43,3,8,8,3,12.99,2,4,3,4,160,17,5,98,1.5,16,98,59,0
U129705,23,1,4,50,3,12.99,3,1,1,4,124,13,8,71,2.8,38,53,1,0
U129706,26,1,5,29,1,12.99,1,2,3,8,56,19,14,51,2.4,48,74,38,0
U129707,28,3,7,44,2,12.99,1,1,1,6,165,19,7,61,2.8,2,92,51,1
U129708,48,3,3,58,2,15.99,4,4,1,3,107,19,14,49,4.4,42,2,38,1
U129709,63,1,6,20,2,12.99,1,2,2,4,202,7,8,45,4.6,2,97,40,0
U129710,19,2,4,17,2,12.99,3,3,1,7,18,3,4,33,1.2,5,99,29,1
U129711,46,2,5,44,1,7.99,4,1,2,7,281,1,14,83,3.5,13,32,50,1
U129712,63,3,4,1,1,15.99,1,4,1,6,174,19,2,67,3.5,24,76,27,0
U129713,59,1,8,15,2,15.99,3,4,3,6,280,7,14,93,3.3,3,84,19,0
U129714,22,3,9,7,3,7.99,2,1,1,6,140,16,7,40,1.4,22,58,15,0
U129715,40,1,9,14,2,15.99,4,1,1,1,287,12,0,56,4.0,5,29,38,0
U129716,53,1,10,2,2,7.99,4,1,1,7,73,13,0,42,3.5,0,63,12,0
U129717,24,1,4,8,2,12.99,1,4,3,6,181,14,5,75,3.8,33,27,8,0
U129718,30,3,4,28,2,12.99,4,1,3,3,189,15,9,42,1.9,20,23,2,0
U129719,59,3,9,10,1,12.99,1,1,1,5,99,10,7,76,3.9,49,61,33,1
U129720,27,3,6,9,2,12.99,4,2,2,5,84,4,9,44,2.2,0,35,11,0
U129721,53,3,5,7,3,15.99,2,2,2,4,74,4,7,92,3.6,45,93,29,1
U129722,33,2,3,49,1,15.99,4,4,2,2,13,1,3,99,2.5,36,20,20,0
U129723,32,1,8,35,2,15.99,1,2,3,8,136,11,10,65,4.7,30,26,9,0
U129724,60,3,1,36,2,7.99,2,2,1,3,130,1,5,47,3.9,49,12,30,1
U129725,36,1,1,8,1,7.99,2,4,3,1,233,8,5,35,1.2,6,18,22,0
U129726,38,2,9,10,1,7.99,1,1,3,5,172,11,4,57,2.0,27,69,22,1
U129727,52,3,7,55,1,7.99,4,1,3,6,168,9,6,64,2.0,41,64,29,0
U129728,32,2,7,2,2,7.99,4,2,2,8,94,14,7,98,3.0,48,14,9,0
U129729,31,3,4,23,1,7.99,4,4,2,8,31,8,9,93,1.4,1,20,4,0
U129730,46,1,9,42,1,12.99,2,3,1,4,118,2,7,35,3.2,4,0,0,0
U129731,22,2,5,20,2,12.99,2,2,1,2,213,19,11,43,2.5,35,11,53,0
U129732,35,2,7,23,1,12.99,2,3,2,2,40,7,10,50,1.2,29,32,53,1
U129733,18,3,6,22,1,7.99,3,1,3,3,214,18,6,58,2.7,2,55,25,0
U129734,44,1,9,21,3,12.99,1,4,3,6,40,13,3,72,3.9,12,51,50,0
U129735,44,1,6,50,1,7.99,3,1,1,7,196,13,10,95,1.5,7,38,27,0
U129736,42,1,3,26,1,7.99,3,1,1,1,149,3,12,48,2.7,12,22,59,0
U129737,58,1,3,45,1,15.99,4,3,1,7,194,11,3,31,4.1,32,41,50,0
U129738,38,3,9,32,1,12.99,2,1,3,3,33,10,6,31,3.6,3,49,36,0
U129739,31,2,6,42,2,15.99,1,4,2,8,96,7,7,93,4.1,25,10,52,0
U129740,37,3,3,52,1,15.99,4,1,3,2,266,4,11,58,4.4,10,37,2,1
U129741,45,1,5,23,3,15.99,1,2,2,2,283,7,13,97,2.7,4,95,32,1
U129742,38,2,6,46,3,12.99,4,4,1,1,64,1,9,98,3.4,35,55,27,0
U129743,40,2,7,14,3,15.99,1,3,1,4,275,15,6,91,1.3,34,75,8,0
U129744,28,1,5,37,2,7.99,2,1,1,1,261,9,6,80,1.9,37,66,12,1
U129745,19,3,4,51,1,7.99,2,1,1,8,127,14,0,71,2.9,48,48,4,0
U129746,37,3,6,30,3,7.99,1,1,3,5,220,1,0,88,4.8,4,17,51,1
U129747,41,1,9,31,2,7.99,3,4,1,5,259,4,7,49,4.4,7,75,19,0
U129748,42,2,3,9,3,12.99,4,1,1,1,56,7,7,57,4.6,3,63,48,0
U129749,54,2,10,19,2,12.99,4,4,2,6,236,19,5,63,3.9,26,63,4,0
U129750,39,3,10,42,1,15.99,4,2,1,2,282,16,8,94,2.8,4,50,24,0
U129751,41,2,10,58,2,12.99,2,1,2,7,43,1,11,95,2.4,28,30,36,0
U129752,32,1,3,54,3,12.99,1,4,1,2,112,19,1,76,1.2,0,37,35,0
U129753,29,2,7,24,3,15.99,1,4,2,3,26,18,9,41,3.6,35,13,30,0
U129754,63,3,1,36,1,12.99,3,1,1,8,12,16,8,91,4.6,7,70,46,0
U129755,48,3,10,50,2,12.99,4,1,3,5,15,18,5,60,3.4,8,66,22,0
U129756,60,1,5,55,1,15.99,1,3,3,3,247,6,4,72,2.9,37,56,4,0
U129757,48,3,2,47,2,15.99,3,4,1,6,283,9,5,98,3.2,9,41,37,1
U129758,47,1,5,32,1,12.99,2,1,2,3,273,17,5,60,2.8,48,26,49,0
U129759,58,2,9,1,1,7.99,4,3,3,3,43,15,1,36,3.9,23,90,13,0
U129760,37,2,1,56,2,15.99,4,3,1,8,207,11,10,92,2.4,13,14,34,1
U129761,25,2,10,11,1,15.99,1,3,1,5,244,13,6,48,3.0,12,31,49,0
U129762,61,1,9,28,3,15.99,3,2,1,5,14,19,10,63,2.4,41,87,14,1
U129763,47,3,4,30,1,12.99,1,1,2,8,119,4,14,61,3.0,21,3,40,0
U129764,52,1,2,25,2,15.99,1,3,1,7,252,16,12,42,1.8,42,48,28,0
U129765,38,2,9,43,3,15.99,1,1,2,8,233,16,9,92,1.6,9,43,42,1
U129766,64,2,6,45,1,12.99,3,3,1,2,232,15,4,98,4.6,8,77,13,0
U129767,57,2,6,26,1,15.99,4,2,3,7,132,14,2,51,4.1,36,52,21,1
U129768,45,2,6,26,3,12.99,3,3,3,6,174,7,13,59,4.1,13,91,9,1
U129769,56,2,2,8,1,12.99,1,2,3,1,253,8,12,37,2.7,49,54,44,0
U129770,34,1,6,41,1,12.99,3,3,2,8,111,15,7,68,3.4,35,84,53,1
U129771,29,2,6,50,1,12.99,1,3,2,5,138,5,10,68,4.1,10,72,27,1
U129772,35,1,9,4,1,7.99,1,4,3,1,95,18,13,75,3.5,28,47,55,0
U129773,64,1,5,3,3,15.99,4,3,3,2,265,1,13,43,3.5,9,74,39,0
U129774,45,2,1,59,3,12.99,1,4,2,7,259,6,9,74,3.8,35,13,59,0
U129775,20,2,1,43,1,15.99,3,1,1,6,101,11,10,36,1.0,1,47,33,0
U129776,32,2,2,46,3,15.99,3,3,3,3,54,19,0,89,4.3,41,47,34,0
U129777,33,1,10,51,1,15.99,1,4,2,8,184,14,13,30,3.9,17,70,59,0
U129778,39,3,7,43,2,15.99,1,4,1,4,137,10,11,57,4.5,47,93,59,0
U129779,48,1,1,14,1,15.99,4,4,3,2,183,16,4,38,3.0,29,21,20,0
U129780,48,2,6,8,1,15.99,1,2,1,2,260,3,11,93,1.1,36,60,57,0
U129781,18,1,9,42,1,12.99,3,2,3,2,22,4,6,89,4.1,45,30,25,1
U129782,28,3,4,3,2,15.99,2,2,3,2,186,6,14,41,1.7,43,57,47,0
U129783,23,3,1,23,1,12.99,2,1,1,4,287,8,3,71,1.7,49,29,40,1
U129784,40,3,6,17,2,7.99,3,3,3,7,200,2,3,79,2.4,25,95,59,0
U129785,26,1,2,42,1,7.99,2,1,3,5,136,11,4,35,2.3,43,43,28,0
U129786,33,3,3,35,3,7.99,1,3,2,6,134,19,3,82,3.6,44,68,22,1
U129787,55,3,4,52,3,7.99,1,1,2,6,49,4,1,45,2.4,17,0,7,0
U129788,61,1,2,45,3,7.99,4,4,3,3,218,10,14,64,4.2,28,84,50,0
U129789,36,2,7,51,3,12.99,4,4,1,1,75,2,14,93,3.2,40,97,11,0
U129790,62,3,7,35,1,12.99,3,2,1,3,252,14,6,40,2.7,30,60,11,0
U129791,30,1,9,18,2,7.99,4,1,2,6,115,15,1,80,1.9,2,61,52,0
U129792,49,3,7,2,3,15.99,1,2,2,6,42,2,4,58,1.0,32,97,8,0
U129793,53,1,3,13,3,15.99,3,2,3,1,202,12,6,95,3.7,35,10,9,0
U129794,26,2,5,40,1,7.99,3,1,3,1,178,6,1,73,1.5,43,0,28,0
U129795,63,1,3,48,1,7.99,2,2,2,4,205,4,3,54,1.8,4,53,16,0
U129796,63,1,2,1,2,15.99,1,3,1,6,101,2,11,98,4.1,24,71,12,0
U129797,54,3,4,7,2,12.99,2,2,1,2,154,13,8,45,4.1,25,71,27,0
U129798,48,1,6,9,3,7.99,2,1,1,7,106,5,8,51,3.1,9,14,2,1
U129799,48,2,4,48,2,15.99,2,4,3,8,191,17,14,30,2.9,13,55,31,0
U129800,36,1,9,49,3,15.99,3,3,1,4,236,6,7,53,2.7,47,75,12,1
U129801,19,1,4,11,2,12.99,1,2,1,2,100,14,14,88,2.4,28,8,29,1
U129802,62,1,4,38,3,7.99,2,3,2,2,114,13,14,57,4.7,3,12,28,0
U129803,49,2,2,7,2,12.99,2,4,3,1,226,12,8,41,2.5,31,59,13,0
U129804,60,2,6,50,3,15.99,4,1,1,6,71,11,7,52,1.5,14,31,2,1
U129805,51,1,8,3,3,15.99,2,4,2,8,255,4,13,99,2.3,9,55,10,1
U129806,18,1,2,42,3,12.99,4,2,2,2,163,9,14,87,2.7,40,49,54,0
U129807,38,1,10,47,2,7.99,3,2,3,8,58,10,8,93,3.8,5,44,54,0
U129808,20,3,2,5,3,15.99,2,2,1,2,299,1,13,54,3.6,21,67,58,0
U129809,44,2,7,25,3,7.99,1,2,1,3,24,4,12,49,4.2,43,12,42,0
U129810,61,1,6,33,1,15.99,4,1,2,8,285,14,12,74,1.9,49,48,35,0
U129811,24,1,8,58,3,7.99,1,3,2,5,66,5,8,40,2.8,22,98,50,0
U129812,50,2,1,46,1,15.99,2,4,1,7,17,15,1,67,3.6,47,62,31,1
U129813,26,3,2,12,1,12.99,2,3,2,2,282,18,12,73,2.2,38,63,9,1
U129814,47,1,10,10,2,15.99,2,1,3,3,251,2,2,33,1.6,26,76,16,0
U129815,35,2,3,18,1,12.99,1,2,1,5,25,9,0,58,3.3,3,73,2,0
U129816,43,3,1,48,3,15.99,4,1,2,4,247,4,8,57,1.4,28,83,52,1
U129817,37,2,8,36,3,15.99,3,2,2,3,137,5,13,87,4.9,7,20,23,0
U129818,55,2,8,26,1,12.99,2,4,3,2,135,4,14,69,1.5,12,95,49,1
U129819,58,1,9,57,2,15.99,1,2,3,7,86,8,6,67,2.5,34,86,22,0
U129820,48,2,9,30,2,15.99,1,2,2,4,270,6,14,58,3.2,31,91,34,0
U129821,25,1,8,46,1,15.99,1,2,1,1,273,17,14,74,1.9,17,18,29,0
U129822,40,3,4,19,2,7.99,2,1,2,5,279,18,1,50,4.8,26,35,36,0
U129823,42,1,1,34,1,7.99,1,4,1,2,131,2,14,71,4.9,8,34,11,0
U129824,64,2,5,28,2,15.99,1,1,1,6,220,19,10,49,3.9,11,55,40,1
U129825,18,2,5,54,3,15.99,2,4,1,5,97,6,2,77,2.8,28,74,56,0
U129826,63,2,10,24,2,7.99,1,1,2,6,176,16,3,67,4.1,27,73,35,0
U129827,35,1,2,41,1,15.99,2,4,1,5,47,15,9,44,1.2,46,90,17,0
U129828,36,3,1,16,2,7.99,4,1,1,5,72,17,12,96,2.9,13,25,47,1
U129829,59,3,1,49,2,15.99,3,2,3,7,178,18,4,52,2.5,40,8,27,0
U129830,23,2,2,25,2,15.99,4,3,1,2,52,8,2,79,4.9,1,59,7,0
U129831,34,1,5,37,1,15.99,2,2,3,2,109,5,12,82,3.4,20,2,31,0
U129832,63,2,7,59,2,15.99,2,4,3,5,153,1,7,93,4.3,22,47,5,0
U129833,62,1,8,40,1,12.99,3,1,3,1,164,9,7,96,4.9,27,28,3,0
U129834,25,3,6,44,1,7.99,3,1,1,6,28,7,6,59,3.6,23,49,14,0
U129835,59,1,4,8,3,7.99,1,1,2,2,166,11,1,42,4.2,12,51,15,0
U129836,26,1,9,29,3,7.99,2,3,3,2,121,5,4,81,4.0,13,87,42,1
U129837,54,2,7,39,1,7.99,2,1,3,3,74,17,9,85,2.5,39,55,45,0
U129838,44,1,4,20,3,7.99,1,3,3,6,183,7,5,39,3.6,39,65,51,0
U129839,53,3,5,3,1,7.99,3,1,1,7,42,11,5,67,4.4,1,12,51,0
U129840,23,3,1,2,1,12.99,3,2,3,4,163,14,4,60,3.3,32,87,14,0
U129841,23,3,9,39,1,15.99,2,1,1,8,201,8,10,48,4.8,6,85,43,1
U129842,62,2,9,14,3,15.99,2,3,3,8,256,15,7,98,1.8,18,21,39,0
U129843,21,1,7,53,1,7.99,4,3,1,2,38,2,1,49,4.9,37,8,24,0
U129844,39,1,1,23,1,12.99,1,3,2,7,68,15,13,47,1.5,8,43,2,0
U129845,57,2,1,52,1,7.99,4,4,2,8,39,1,8,32,2.5,0,64,5,1
U129846,44,3,9,43,1,15.99,1,2,3,3,81,12,3,63,2.6,33,54,13,0
U129847,54,3,2,54,2,7.99,4,3,3,2,268,5,2,57,5.0,7,82,32,0
U129848,19,2,5,20,1,7.99,4,2,3,7,245,9,11,41,1.1,24,23,22,1
U129849,26,2,8,34,1,12.99,2,3,3,2,248,15,2,48,3.9,8,10,6,0
U129850,28,3,2,32,1,15.99,1,1,3,1,210,3,3,38,3.1,22,0,47,0
U129851,37,3,7,27,1,7.99,3,3,3,2,18,10,1,57,4.3,23,43,5,0
U129852,60,1,10,17,1,7.99,3,4,1,5,10,17,10,68,1.7,29,43,1,1
U129853,56,3,9,45,1,15.99,2,2,3,8,240,6,2,84,2.7,34,58,45,0
U129854,31,3,7,10,2,12.99,3,3,3,5,196,14,7,36,1.8,49,24,3,0
U129855,43,1,1,34,2,15.99,4,3,1,2,75,11,8,65,2.9,5,1,56,0
U129856,55,2,7,54,3,12.99,4,3,2,8,246,8,12,32,3.9,36,8,38,1
U129857,47,1,4,32,1,15.99,1,3,1,2,79,8,4,75,1.7,0,65,38,1
U129858,53,1,4,9,2,12.99,1,3,3,7,141,13,6,73,2.1,18,5,34,0
U129859,55,3,9,57,1,7.99,2,3,3,6,299,16,10,35,4.7,4,33,31,0
U129860,52,2,1,9,3,15.99,3,1,1,6,12,3,14,75,4.1,36,2,52,1
U129861,23,3,2,42,3,15.99,2,4,1,1,167,7,9,53,4.5,11,98,18,0
U129862,20,2,7,13,3,12.99,1,3,2,1,219,12,1,56,2.9,5,41,42,0
U129863,18,1,4,28,3,15.99,4,1,1,3,183,15,14,93,1.9,31,83,31,1
U129864,35,2,2,53,3,7.99,3,2,2,5,263,2,12,82,1.5,7,67,32,0
U129865,40,3,4,31,1,12.99,4,1,2,8,97,7,2,34,1.4,46,16,51,1
U129866,49,2,5,8,2,12.99,1,2,1,2,290,15,13,55,2.2,33,84,40,0
U129867,46,2,3,24,1,15.99,2,4,2,5,233,14,2,73,4.4,27,16,27,0
U129868,40,2,10,12,3,7.99,3,2,3,4,167,19,11,81,3.7,46,53,10,0
U129869,53,3,5,34,1,15.99,4,3,2,2,242,12,12,42,4.9,14,13,15,0
U129870,23,1,3,7,2,12.99,4,4,1,6,247,15,6,36,4.6,40,23,12,1
U129871,34,1,9,50,3,7.99,4,3,1,1,236,7,1,48,3.4,37,30,38,1
U129872,35,2,7,56,3,15.99,4,3,2,2,250,13,9,99,2.5,30,55,22,0
U129873,48,2,10,35,3,15.99,1,4,3,7,190,11,13,45,2.9,49,18,48,0
U129874,23,2,8,56,3,12.99,3,4,1,8,25,12,2,40,4.6,49,25,25,0
U129875,51,1,2,30,1,12.99,1,1,1,5,123,16,2,32,3.7,22,5,25,1
U129876,61,3,4,36,1,15.99,3,1,2,6,156,2,11,86,3.0,15,30,23,0
U129877,61,2,9,21,1,15.99,2,2,2,4,287,4,1,55,4.5,13,45,7,0
U129878,44,2,8,15,1,15.99,3,1,1,3,168,19,8,77,1.1,33,82,1,0
U129879,53,2,1,6,1,12.99,1,4,3,4,18,15,10,81,4.5,18,62,0,0
U129880,59,1,5,48,2,7.99,4,2,3,4,273,8,3,75,3.0,16,99,33,0
U129881,42,1,7,16,1,7.99,3,2,1,2,11,18,3,70,4.1,22,0,17,0
U129882,27,3,3,14,1,12.99,1,2,3,7,210,2,5,90,4.0,45,24,15,1
U129883,56,2,3,12,2,15.99,1,4,2,7,156,3,9,65,3.0,38,99,36,0
U129884,63,2,1,33,2,15.99,2,3,1,3,31,18,5,55,1.7,37,15,53,0
U129885,56,1,2,54,2,15.99,4,4,2,5,276,2,2,55,4.9,4,83,57,0
U129886,29,1,7,46,1,12.99,4,4,1,6,206,14,8,68,1.7,44,40,47,0
U129887,28,2,10,58,2,7.99,2,1,2,6,144,6,5,63,1.2,16,78,52,0
U129888,60,2,6,46,2,15.99,1,4,2,7,269,5,8,54,2.4,49,68,26,1
U129889,20,2,7,17,3,15.99,3,1,1,5,72,14,14,84,2.6,17,74,7,1
U129890,39,1,2,33,3,12.99,1,2,3,6,234,6,13,83,1.8,30,1,17,0
U129891,21,2,3,38,3,12.99,1,4,3,8,26,4,3,34,4.3,0,19,22,0
U129892,25,3,8,57,2,7.99,2,4,1,5,189,9,7,74,1.7,0,24,10,0
U129893,31,1,5,28,2,12.99,3,4,2,4,92,5,8,39,2.7,27,72,25,0
U129894,37,3,8,42,1,15.99,4,3,2,2,57,1,11,85,2.2,18,14,6,0
U129895,41,3,2,21,3,12.99,2,1,2,8,18,11,11,57,1.2,26,16,55,1
U129896,31,1,2,32,1,15.99,3,1,3,3,215,14,13,61,2.1,32,88,21,0
U129897,45,2,5,15,1,15.99,4,3,2,8,100,16,1,43,3.3,15,60,42,1
U129898,33,3,7,58,2,15.99,2,3,3,7,168,19,6,93,3.4,33,85,30,0
U129899,49,2,6,25,3,12.99,3,1,1,1,85,19,13,77,2.3,30,21,59,0
U129900,64,3,3,36,2,15.99,3,4,1,3,229,2,14,67,2.4,25,9,35,0
U129901,29,1,8,23,1,12.99,1,4,1,8,184,15,10,90,3.7,28,63,2,1
U129902,33,2,5,34,1,15.99,2,2,1,7,155,18,5,39,3.5,9,0,15,1
U129903,36,3,1,12,1,15.99,4,1,2,5,37,1,10,63,4.2,11,46,3,0
U129904,22,3,2,54,1,7.99,1,3,3,4,154,7,5,73,4.4,29,22,48,0
U129905,29,1,10,7,3,7.99,2,2,2,7,143,4,11,55,3.8,7,45,58,0
U129906,46,3,1,58,3,15.99,1,1,2,6,230,16,14,50,4.5,30,68,17,0
U129907,22,1,2,32,3,7.99,1,3,3,7,279,12,11,45,3.4,20,82,5,0
U129908,59,3,6,24,2,15.99,3,1,2,4,65,9,3,35,4.0,23,41,8,0
U129909,34,2,1,23,3,12.99,3,4,2,3,135,13,9,75,3.3,13,49,19,1
U129910,64,1,8,39,3,15.99,2,2,1,5,171,9,6,75,2.6,34,86,3,0
U129911,25,3,8,34,3,15.99,4,2,2,2,146,14,0,64,1.6,18,39,56,1
U129912,57,3,8,5,1,15.99,3,3,1,1,38,9,9,88,4.6,3,72,13,0
U129913,57,2,10,32,3,15.99,4,4,3,7,299,16,13,35,4.4,39,13,46,0
U129914,47,3,5,13,1,7.99,3,4,1,3,256,13,8,85,3.2,15,7,5,1
U129915,27,1,6,32,1,12.99,3,2,3,7,182,11,7,73,1.1,21,40,34,0
U129916,37,3,10,46,1,7.99,3,3,3,3,94,7,9,82,1.0,2,68,29,1
U129917,62,3,7,11,2,7.99,2,3,3,5,287,11,1,99,1.4,19,66,41,0
U129918,33,2,8,48,1,7.99,3,1,1,7,246,19,1,60,2.6,46,66,32,0
U129919,58,2,8,48,1,12.99,1,2,2,7,62,17,11,52,1.7,7,11,37,0
U129920,33,3,10,8,1,12.99,1,1,2,4,256,19,10,90,1.5,2,12,35,0
U129921,59,2,9,32,2,7.99,4,4,2,8,242,6,0,85,2.0,1,65,24,0
U129922,20,3,8,18,2,7.99,2,2,3,2,55,11,1,31,3.5,47,28,47,1
U129923,40,3,10,19,3,7.99,1,3,3,6,250,9,4,37,4.2,34,66,7,0
U129924,39,1,6,7,3,12.99,3,4,2,1,194,9,12,47,1.9,18,26,35,0
U129925,45,3,4,18,1,12.99,1,4,3,7,212,10,13,39,3.7,47,35,11,0
U129926,63,1,10,56,1,12.99,2,1,1,7,198,19,9,58,3.4,28,48,0,0
U129927,62,1,3,38,1,15.99,4,3,1,7,96,3,4,68,2.8,24,6,11,0
U129928,53,3,9,41,2,12.99,3,3,2,1,154,5,0,92,2.1,22,12,11,1
U129929,21,2,2,17,2,7.99,4,2,2,3,38,11,9,65,2.7,16,18,40,1
U129930,55,3,9,43,3,15.99,1,3,1,2,111,2,3,62,1.5,2,52,6,0
U129931,41,3,1,35,2,15.99,4,4,1,8,233,3,4,41,4.0,15,18,37,0
U129932,36,2,2,9,3,7.99,3,4,3,2,37,4,13,65,2.6,31,0,12,0
U129933,28,2,1,47,2,7.99,3,4,3,8,140,17,0,83,2.8,45,32,36,0
U129934,57,1,6,37,2,15.99,2,4,1,7,48,5,13,97,2.3,46,49,50,0
U129935,63,3,5,59,1,7.99,1,1,2,7,215,1,10,66,1.5,17,50,11,0
U129936,57,2,5,53,1,12.99,1,4,2,3,15,5,2,71,1.3,2,36,34,0
U129937,63,2,8,9,1,7.99,1,2,3,6,253,9,3,62,3.9,26,89,58,0
U129938,56,1,1,15,2,12.99,2,1,3,6,169,7,4,47,3.0,4,7,5,0
U129939,35,3,2,22,2,7.99,3,2,3,7,249,17,13,48,1.2,46,25,22,0
U129940,29,2,9,33,3,12.99,1,1,2,1,175,18,0,34,1.1,35,89,32,0
U129941,31,1,3,33,1,15.99,4,1,3,3,253,11,10,95,3.0,38,91,54,0
U129942,64,1,3,55,3,7.99,1,1,1,8,82,19,10,46,2.2,29,13,59,1
U129943,35,1,6,27,2,7.99,1,1,2,7,232,8,13,34,2.0,41,31,47,0
U129944,61,1,1,46,2,15.99,4,2,3,3,147,3,1,61,2.6,4,39,35,0
U129945,59,3,2,32,1,7.99,2,2,1,6,188,6,9,46,4.3,9,62,29,0
U129946,29,3,1,33,2,12.99,1,4,1,4,160,17,14,77,3.8,16,56,55,0
U129947,57,2,8,33,1,7.99,3,3,2,6,287,8,7,75,3.1,29,75,19,1
U129948,44,2,4,24,1,7.99,3,2,2,8,219,9,3,53,4.9,11,49,0,0
U129949,23,2,3,52,3,7.99,1,2,1,1,223,14,14,42,1.5,33,86,34,0
U129950,41,2,10,6,3,12.99,4,4,1,5,256,2,5,34,1.6,33,81,23,0
U129951,50,2,8,1,1,12.99,3,3,2,6,142,8,2,96,3.1,48,97,7,0
U129952,62,1,10,9,1,12.99,3,4,3,7,298,8,10,93,1.5,41,11,55,0
U129953,33,3,10,23,1,7.99,1,4,2,3,298,3,14,57,2.7,14,82,56,0
U129954,29,1,5,8,3,7.99,2,4,2,7,263,10,13,66,4.5,44,11,57,0
U129955,48,3,6,29,3,7.99,1,1,2,7,167,11,3,61,3.3,24,44,49,0
U129956,54,1,9,18,2,12.99,4,4,2,2,213,7,4,60,4.0,6,30,14,0
U129957,30,1,10,34,3,7.99,3,1,2,2,299,1,2,43,3.8,17,73,7,0
